Player_Id,Team_Id,Name,Year,Position,Games_Played,passing yards,passing touchdowns,passing interceptions,rushing yards,rushing touchdowns,fumbles,receiving yards,receiving touchdowns,receptions,kick returns,punt returns
1454f252-2a45-4a4d-bce6-c9a4958514cb,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Jeremy McDaniel,2001,WR,7,0.0,0,0,0.0,0,0,12.9,0,11,0,0
229596c9-a494-4293-8bbc-76203995b92f,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Shawn Bryson,2001,RB,15,0.0,0,0,34.1,12,0,5.9,0,9,0,0
39536e35-74fb-4287-8550-1304b16256a5,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Jay Riemersma,2001,TE,16,0.0,0,0,0.0,0,0,59.0,18,53,0,0
44b651f0-6930-447e-a76e-6b5058b4cdf3,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Travis Henry,2001,RB,13,0.0,0,0,72.9,24,-10,17.900000000000002,0,22,0,0
635c7ea3-887c-43a3-b3aa-fd955dc4c391,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Reggie Germany,2001,WR,16,0.0,0,0,0.0,0,0,20.3,0,12,0,0
684592b1-e81f-4cdd-a44d-ab10d5dde633,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Eric Moulds,2001,WR,16,0.0,0,0,0.30000000000000004,0,-2,90.4,30,67,0,0
6bf08774-24c6-4c4e-b6ec-2a457e284ca7,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Scott Osborne,2001,TE,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
7407ab28-c9d3-44bf-b5fe-e43357c2bccb,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Peerless Price,2001,WR,16,0.0,0,0,9.700000000000001,0,-4,89.5,42,55,0,0
a002caf1-4c15-4b91-b352-ad87cb96b13e,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Phillip Crosby,2001,FB,16,0.0,0,0,0.0,0,0,1.6,0,2,0,0
c88eefbf-efb5-4438-8599-ab1b3f8d1c9d,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Larry Centers,2001,FB,16,0.0,0,0,16.0,12,-4,62.0,12,80,0,0
d42835da-0d9a-43a6-b544-161deaf47af5,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Avion Black,2001,WR,14,0.0,0,0,0.0,0,0,9.0,0,8,0,0
f2e29c39-86f3-4b5a-b4a7-d37c7ae547aa,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Rob Johnson,2001,QB,8,58.6,20,-14,24.1,6,-12,0.0,0,0,0,0
f35debf3-cca8-4e98-8f15-5f381b360885,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Sammy Morris,2001,RB,16,0.0,0,0,7.2,0,-2,3.6,0,7,0,0
05b0c05e-ec5b-4c41-9ff6-55ffcbdab955,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Alex Van Pelt,2002,QB,2,0.2,0,0,0.0,0,0,0.0,0,0,0,0
229596c9-a494-4293-8bbc-76203995b92f,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Shawn Bryson,2002,RB,6,0.0,0,0,3.5,0,-2,0.9,0,1,0,0
2dddfbe1-a165-4faa-98e3-d0a8e2dc4c03,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Charles Johnson,2002,WR,16,0.0,0,0,0.0,0,0,3.9000000000000004,0,3,0,0
39536e35-74fb-4287-8550-1304b16256a5,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Jay Riemersma,2002,TE,16,0.0,0,0,0.0,0,0,35.0,0,32,0,0
44b651f0-6930-447e-a76e-6b5058b4cdf3,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Travis Henry,2002,RB,16,0.0,0,0,143.8,78,-22,30.900000000000002,6,43,0,0
5e9eb845-a21d-44ba-9269-059733eb837a,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Brady McDonnell,2002,TE,6,0.0,0,0,0.0,0,0,0.0,0,0,0,0
684592b1-e81f-4cdd-a44d-ab10d5dde633,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Eric Moulds,2002,WR,16,0.0,0,0,0.7000000000000001,0,-2,129.20000000000002,60,100,0,0
7407ab28-c9d3-44bf-b5fe-e43357c2bccb,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Peerless Price,2002,WR,16,0.0,0,0,-1.3,0,-4,125.2,54,94,0,0
a002caf1-4c15-4b91-b352-ad87cb96b13e,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Phillip Crosby,2002,FB,16,0.0,0,0,0.0,0,0,3.3000000000000003,0,4,0,0
a5255f84-0314-4264-830f-578e3977f40a,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Cory Geason,2002,TE,10,0.0,0,0,0.0,0,0,0.0,0,0,0,0
c88eefbf-efb5-4438-8599-ab1b3f8d1c9d,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Larry Centers,2002,FB,16,0.0,0,0,5.6000000000000005,12,0,38.800000000000004,0,43,0,0
d608b335-2a84-4cca-9e1c-fe0a9004b0e7,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Andre Rone,2002,WR,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
dcdef9b4-3b35-420a-8d4d-18af6a939ffb,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Josh Reed,2002,WR,16,0.0,0,0,0.0,0,-2,50.900000000000006,12,37,0,0
e122c17f-a727-4ee2-b0cd-6c5634550d10,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Drew Bledsoe,2002,QB,16,174.36,96,-30,6.7,12,-22,0.0,0,0,0,0
f35debf3-cca8-4e98-8f15-5f381b360885,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Sammy Morris,2002,RB,16,0.0,0,0,0.5,0,0,4.800000000000001,0,3,0,0
f62cb4b8-32ff-42f9-a921-7041085574fc,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Dave Moore,2002,TE,14,0.0,0,0,0.0,0,0,14.100000000000001,12,16,0,0
05b0c05e-ec5b-4c41-9ff6-55ffcbdab955,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Alex Van Pelt,2003,QB,6,1.96,0,-6,-0.6000000000000001,0,0,0.0,0,0,0,0
44b651f0-6930-447e-a76e-6b5058b4cdf3,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Travis Henry,2003,RB,15,0.0,0,-2,135.6,60,-14,15.8,6,28,0,0
4f0b14ef-dfe3-46aa-bb99-ae0cd2468df2,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Sam Gash,2003,FB,16,0.0,0,0,0.30000000000000004,0,-2,8.3,0,11,0,0
52895256-d652-4261-ac44-52020ea67715,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Clarence Coleman,2003,WR,14,0.0,0,0,0.0,0,0,6.9,0,8,0,0
684592b1-e81f-4cdd-a44d-ab10d5dde633,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Eric Moulds,2003,WR,13,0.0,0,0,0.0,0,0,78.0,6,64,0,0
9d310afd-c478-48d7-a669-4171b055aaac,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Willis McGahee,2003,RB,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
a002caf1-4c15-4b91-b352-ad87cb96b13e,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Phillip Crosby,2003,FB,3,0.0,0,0,0.0,0,0,0.0,0,0,0,0
b2fd07c0-2f0d-4fe5-95c3-2f666efb0bb1,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Ken Simonton,2003,RB,2,0.0,0,0,0.4,0,0,0.0,0,0,0,0
bba37efb-97f9-4ca6-adf0-f3ba4bc94886,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Mark Campbell,2003,TE,16,0.0,0,0,0.0,0,0,33.9,6,34,0,0
d4171587-f0d1-40b7-b176-6fb2f0906e1c,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Ryan Neufeld,2003,TE,16,0.0,0,0,1.4000000000000001,0,0,4.1000000000000005,0,3,0,0
dcdef9b4-3b35-420a-8d4d-18af6a939ffb,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Josh Reed,2003,WR,16,0.0,0,0,3.8000000000000003,0,-2,58.800000000000004,12,58,0,0
e122c17f-a727-4ee2-b0cd-6c5634550d10,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Drew Bledsoe,2003,QB,16,114.4,44,-24,2.9000000000000004,12,-30,0.0,0,0,0,0
f35debf3-cca8-4e98-8f15-5f381b360885,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Sammy Morris,2003,RB,9,0.0,0,0,7.0,6,0,10.0,0,14,0,0
f62cb4b8-32ff-42f9-a921-7041085574fc,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Dave Moore,2003,TE,15,0.0,0,0,0.0,0,-2,8.200000000000001,12,7,0,0
f8fe371e-bf70-49b7-8aff-fc89f858465d,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Sam Aiken,2003,WR,5,0.0,0,0,0.0,0,0,3.5,0,3,0,0
1c0939cc-20ff-44ad-9bd0-95c783a4b899,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Shane Matthews,2004,QB,3,1.76,4,0,-0.30000000000000004,0,0,0.0,0,0,0,0
285aa645-2b46-4861-ab6d-9553a61fc09b,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Bradford Banta,2004,TE,3,0.0,0,0,0.0,0,0,0.0,0,0,0,0
2e2a340d-0bfb-4a29-81c4-a0e6aa77e652,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Dante Brown,2004,RB,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
44b651f0-6930-447e-a76e-6b5058b4cdf3,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Travis Henry,2004,RB,10,0.0,0,0,32.6,0,0,4.5,0,10,0,0
684592b1-e81f-4cdd-a44d-ab10d5dde633,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Eric Moulds,2004,WR,16,0.0,0,0,1.9000000000000001,0,-2,104.30000000000001,30,88,0,0
6ef6e022-75f0-4265-a126-2625c259e08d,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Daimon Shelton,2004,FB,16,0.0,0,0,0.0,0,0,11.4,0,17,0,0
77f0cc86-9118-4472-b4c7-886ba806baa3,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Jonathan Smith,2004,WR,9,0.0,0,0,1.1,0,0,2.1,0,3,0,6
9d310afd-c478-48d7-a669-4171b055aaac,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Willis McGahee,2004,RB,16,0.0,0,0,112.80000000000001,78,-8,16.900000000000002,0,22,0,0
aefa01a2-0762-48d5-824f-b842d9f03644,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Rod Trafford,2004,TE,4,0.0,0,0,0.0,0,0,2.5,0,3,0,0
bba37efb-97f9-4ca6-adf0-f3ba4bc94886,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Mark Campbell,2004,TE,12,0.0,0,0,0.0,0,-2,20.3,30,17,0,0
d1748975-53f8-4b1a-9a82-2ba5fba7864e,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Shaud Williams,2004,RB,4,0.0,0,0,16.7,12,-2,1.9000000000000001,0,3,0,0
d4171587-f0d1-40b7-b176-6fb2f0906e1c,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Ryan Neufeld,2004,TE,16,0.0,0,0,0.0,0,0,6.1000000000000005,0,6,0,0
dcdef9b4-3b35-420a-8d4d-18af6a939ffb,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Josh Reed,2004,WR,12,0.0,0,0,-0.1,0,0,15.3,0,16,0,0
e122c17f-a727-4ee2-b0cd-6c5634550d10,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Drew Bledsoe,2004,QB,16,117.28,80,-32,3.7,0,-18,0.0,0,0,0,0
e338ca75-714d-4dfa-8280-42d1d6a849e3,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Tim Euhus,2004,TE,12,0.0,0,0,0.0,0,0,9.8,12,11,0,0
e529b187-0142-4b26-9d34-37ee632493af,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Lee Evans,2004,WR,16,0.0,0,0,8.5,0,-2,84.30000000000001,54,48,0,0
efab593d-e4f2-4cc7-b108-70bcc4a46e5b,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Drew Haddad,2004,WR,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0
f8fe371e-bf70-49b7-8aff-fc89f858465d,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Sam Aiken,2004,WR,16,0.0,0,0,0.0,0,0,14.8,0,11,0,0
1c0939cc-20ff-44ad-9bd0-95c783a4b899,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Shane Matthews,2005,QB,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
684592b1-e81f-4cdd-a44d-ab10d5dde633,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Eric Moulds,2005,WR,15,0.0,0,0,0.0,0,0,81.60000000000001,24,81,0,0
6ef6e022-75f0-4265-a126-2625c259e08d,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Daimon Shelton,2005,FB,16,0.0,0,0,0.0,0,-2,9.8,6,13,0,0
77f0cc86-9118-4472-b4c7-886ba806baa3,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Jonathan Smith,2005,WR,7,0.0,0,0,0.1,0,-2,5.6000000000000005,6,5,0,0
90d9b773-0b31-4c56-9c24-74d5331a2bf5,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Brad Cieslak,2005,TE,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0
9b81b83e-4063-4da9-ad4b-baf913b6f526,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Jon Goldsberry,2005,FB,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
9d310afd-c478-48d7-a669-4171b055aaac,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Willis McGahee,2005,RB,16,0.0,0,0,124.7,30,-2,17.8,0,28,0,0
bba37efb-97f9-4ca6-adf0-f3ba4bc94886,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Mark Campbell,2005,TE,14,0.0,0,0,0.0,0,0,13.9,0,19,0,0
d1748975-53f8-4b1a-9a82-2ba5fba7864e,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Shaud Williams,2005,RB,16,0.0,0,0,16.1,0,0,11.8,0,17,0,0
d4171587-f0d1-40b7-b176-6fb2f0906e1c,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Ryan Neufeld,2005,TE,13,0.0,0,0,0.0,0,0,0.9,0,1,0,0
dcdef9b4-3b35-420a-8d4d-18af6a939ffb,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Josh Reed,2005,WR,16,0.0,0,0,-0.30000000000000004,0,0,44.900000000000006,12,32,0,0
e338ca75-714d-4dfa-8280-42d1d6a849e3,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Tim Euhus,2005,TE,11,0.0,0,0,0.0,0,0,1.7000000000000002,0,3,0,0
e529b187-0142-4b26-9d34-37ee632493af,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Lee Evans,2005,WR,16,0.0,0,0,3.8000000000000003,0,0,74.3,42,48,0,0
eaef8016-e8db-4740-9e06-3cb851bcae56,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Lionel Gates,2005,RB,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
f8fe371e-bf70-49b7-8aff-fc89f858465d,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Sam Aiken,2005,WR,16,0.0,0,0,0.0,0,0,5.7,0,4,0,0
6ef6e022-75f0-4265-a126-2625c259e08d,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Daimon Shelton,2006,FB,14,0.0,0,0,0.0,0,0,3.5,0,7,0,0
7407ab28-c9d3-44bf-b5fe-e43357c2bccb,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Peerless Price,2006,WR,16,0.0,0,0,1.8,0,-2,40.2,18,49,0,0
7c7d2b4d-88a3-408b-991e-0d8a013d9fed,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Anthony Thomas,2006,RB,16,0.0,0,0,37.800000000000004,12,-2,13.9,0,22,0,0
90d9b773-0b31-4c56-9c24-74d5331a2bf5,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Brad Cieslak,2006,TE,7,0.0,0,0,0.0,0,0,4.6000000000000005,0,6,0,0
9d310afd-c478-48d7-a669-4171b055aaac,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Willis McGahee,2006,RB,14,0.0,0,0,99.0,36,-8,15.600000000000001,0,18,0,0
ad8c072f-1840-4f2b-8e9e-ba74e45efdbd,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Andre Davis,2006,WR,16,0.0,0,0,0.0,0,0,1.3,0,2,0,0
aefc06e2-7d94-4ca8-97c5-1c9e5e40ad12,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Robert Royal,2006,TE,16,0.0,0,0,-0.9,0,0,23.3,18,23,0,0
c2ce0247-112e-4aa1-b8c3-d398c58d1506,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Kevin Everett,2006,TE,16,0.0,0,0,0.0,0,0,0.1,0,1,0,0
d1748975-53f8-4b1a-9a82-2ba5fba7864e,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Shaud Williams,2006,RB,5,0.0,0,0,0.2,0,0,0.0,0,0,0,0
d4171587-f0d1-40b7-b176-6fb2f0906e1c,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Ryan Neufeld,2006,TE,9,0.0,0,0,0.0,0,0,0.4,6,1,0,0
dcdef9b4-3b35-420a-8d4d-18af6a939ffb,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Josh Reed,2006,WR,13,0.0,0,0,1.3,0,0,41.0,12,34,0,0
e529b187-0142-4b26-9d34-37ee632493af,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Lee Evans,2006,WR,16,0.0,0,0,0.0,0,-2,129.20000000000002,48,82,0,0
e67bb0a1-2988-413f-b06f-137c32dd8a3b,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Matt Murphy,2006,TE,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0
f8fe371e-bf70-49b7-8aff-fc89f858465d,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Sam Aiken,2006,WR,15,0.0,0,0,0.0,0,0,0.0,0,0,0,0
0bd3f66b-8613-4aae-bf97-3f37bdfb057a,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Tim Massaquoi,2007,TE,4,0.0,0,0,0.0,0,0,0.0,0,0,0,0
34d49f97-9b2a-497f-ae0e-33b0bb5c2cc7,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Josh Scobey,2007,RB,3,0.0,0,0,0.0,0,0,0.0,0,0,0,0
4c9bf4ac-27a5-458e-ac01-d62f6a3cbdfd,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Dwayne Wright,2007,RB,15,0.0,0,0,9.4,0,-2,1.7000000000000002,0,3,0,0
5725b931-4b5d-4fcb-a3fd-fb5b354b06eb,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Derek Schouman,2007,TE,3,0.0,0,0,0.0,0,0,1.9000000000000001,0,3,0,0
5efcef4f-79af-4693-b666-ac9452d837b7,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Scott Mayle,2007,WR,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
7407ab28-c9d3-44bf-b5fe-e43357c2bccb,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Peerless Price,2007,WR,4,0.0,0,0,0.0,0,0,6.800000000000001,0,7,0,0
7c7d2b4d-88a3-408b-991e-0d8a013d9fed,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Anthony Thomas,2007,RB,10,0.0,0,0,8.9,0,0,9.5,6,15,0,0
82bce0be-9a87-4b6d-a85b-623bf8d1674e,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Marshawn Lynch,2007,RB,13,0.32,4,0,111.5,42,-4,18.400000000000002,0,18,0,0
90d9b773-0b31-4c56-9c24-74d5331a2bf5,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Brad Cieslak,2007,TE,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0
aefc06e2-7d94-4ca8-97c5-1c9e5e40ad12,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Robert Royal,2007,TE,16,0.0,0,0,0.0,0,-4,24.8,18,25,0,0
b6fd76a2-0cc1-4323-8379-d8d28d524098,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Trent Edwards,2007,QB,10,65.2,28,-16,4.9,0,-8,0.0,0,0,0,0
bacee8cb-6462-48c7-a70f-ee5177d66288,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Justin Jenkins,2007,WR,11,0.0,0,0,0.0,0,0,0.0,0,0,0,0
c2ce0247-112e-4aa1-b8c3-d398c58d1506,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Kevin Everett,2007,TE,1,0.0,0,0,0.0,0,0,0.30000000000000004,0,1,0,0
cbebb2d5-3049-4827-8d7e-a1b2dd261be5,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Michael Gaines,2007,TE,15,0.0,0,0,0.0,0,0,21.5,12,25,0,0
d1748975-53f8-4b1a-9a82-2ba5fba7864e,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Shaud Williams,2007,RB,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
d4171587-f0d1-40b7-b176-6fb2f0906e1c,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Ryan Neufeld,2007,TE,9,0.0,0,0,0.0,0,0,1.4000000000000001,0,2,0,0
db72d154-5534-4160-b293-d0c4b239a677,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Fredrick Jackson,2007,RB,8,0.0,0,0,30.0,0,0,19.0,0,22,0,0
dcdef9b4-3b35-420a-8d4d-18af6a939ffb,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Josh Reed,2007,WR,15,0.0,0,0,1.0,0,0,57.800000000000004,0,51,0,0
e529b187-0142-4b26-9d34-37ee632493af,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Lee Evans,2007,WR,16,0.0,0,0,0.0,0,0,84.9,30,55,0,0
e67bb0a1-2988-413f-b06f-137c32dd8a3b,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Matt Murphy,2007,TE,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0
f8fe371e-bf70-49b7-8aff-fc89f858465d,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Sam Aiken,2007,WR,12,0.0,0,0,0.0,0,0,1.0,0,1,0,0
0db418e9-409e-4874-a47c-6af39f55e876,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Xavier Omon,2008,RB,2,0.0,0,0,0.5,0,0,0.0,0,0,0,0
1f733ad4-2662-4ba3-b799-0ddbad0db8e8,768c92aa-75ff-4a43-bcc0-f2798c2e1724,James Hardy,2008,WR,14,0.0,0,0,0.0,0,0,8.700000000000001,12,9,0,0
2a76ee05-a4a2-44a8-9975-9b77c64e285e,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Jonathan Stupar,2008,TE,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
4f494403-37ed-4f35-b2f5-17d59a4f2161,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Bruce Hall,2008,RB,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0
5725b931-4b5d-4fcb-a3fd-fb5b354b06eb,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Derek Schouman,2008,TE,16,0.0,0,0,0.0,0,-2,15.3,6,15,0,0
82bce0be-9a87-4b6d-a85b-623bf8d1674e,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Marshawn Lynch,2008,RB,15,0.0,0,0,103.60000000000001,48,-4,30.0,6,47,0,0
aefc06e2-7d94-4ca8-97c5-1c9e5e40ad12,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Robert Royal,2008,TE,15,0.0,0,0,0.0,0,-4,35.1,6,33,0,0
b6fd76a2-0cc1-4323-8379-d8d28d524098,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Trent Edwards,2008,QB,14,107.96000000000001,44,-20,11.700000000000001,18,-18,0.0,0,0,0,0
